Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Location 1
Verizon Wireless,301983,SF LM PH2 SC 69,1638,26,RH-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29.4,Radha Sharma,925-278-4761,,"{'latitude': '37.774689', 'needs_recoding': False, 'human_address': '{""address"":""620 7th Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.4050944'}"
Verizon Wireless,302012,SF LM PH2 SC 97,3731,128-149,MUG,65-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29,Radha Sharma,925-278-4761,,"{'latitude': '37.777969', 'needs_recoding': False, 'human_address': '{""address"":""1097 HOWARD ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.409208'}"
Verizon Wireless,302023,SF LM PH2 SC 108,3511,93,C-3-G,120-R-2,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,32.5,Radha Sharma,925-278-4761,,"{'latitude': '37.772942', 'needs_recoding': False, 'human_address': '{""address"":""1599 Mission Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.418419'}"
Verizon Wireless,302452,SF UM PH1 SC 49,227,48,C-3-O,200-S,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,32,Radha Sharma,925-278-4761,,"{'latitude': '37.794573', 'needs_recoding': False, 'human_address': '{""address"":""555 Montgomery St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40363972'}"
Verizon Wireless,302485,SF UM PH1 SC 8,None,None,P,OS,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,31,Radha Sharma,925-278-4761,,"{'latitude': '37.794477', 'needs_recoding': False, 'human_address': '{""address"":""9 Steuart St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.394621'}"
Verizon Wireless,302548,SF UM PH3 SC 274,302,19,RC-4,80-T,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,29,Radha Sharma,925-278-4761,,"{'latitude': '37.787029', 'needs_recoding': False, 'human_address': '{""address"":""989 Post St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41787'}"
Verizon Wireless,302561,SF UM PH3 SC 19,285,5,C-3-R,80-130-F,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,32.1,Radha Sharma,925-278-4761,,"{'latitude': '37.789314', 'needs_recoding': False, 'human_address': '{""address"":""401 Sutter St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.407396'}"
Verizon Wireless,302592,SF UM PH4 SC 205,547,014B,NCD,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,30.1,Radha Sharma,925-278-4761,,"{'latitude': '37.798475', 'needs_recoding': False, 'human_address': '{""address"":""1455 Union St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.423526'}"
Verizon Wireless,302622,SF UM PH3 SC 15,355,15,C-3-G,80-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,31.1,Radha Sharma,925-278-4761,,"{'latitude': '37.778797', 'needs_recoding': False, 'human_address': '{""address"":""1200 Market St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.415025'}"
Verizon Wireless,302654,SF UM PH3 SC 4,3703,88,C-3-G,120-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,28.1,Radha Sharma,925-278-4761,,"{'latitude': '37.781698', 'needs_recoding': False, 'human_address': '{""address"":""1025 Market St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.410874'}"
Verizon Wireless,414895,SF PAC HEIGHTS 003,1038,1,RM-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26,Radha Sharma,925-278-4761,,"{'latitude': '37.786011', 'needs_recoding': False, 'human_address': '{""address"":""3 COMMONWEALTH AVE"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.456031'}"
Verizon Wireless,414902,SF PAC HEIGHTS 010,1015,34,RH-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26.1,Radha Sharma,925-278-4761,,"{'latitude': '37.786647', 'needs_recoding': False, 'human_address': '{""address"":""3979 Sacramento St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.458658'}"
Verizon Wireless,414909,SF PAC HEIGHTS 018,1032,3,RM-1,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26,Radha Sharma,925-278-4761,,"{'latitude': '37.786847', 'needs_recoding': False, 'human_address': '{""address"":""3333 CALIFORNIA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.449425'}"
Verizon Wireless,414914,SF PAC HEIGHTS 023,1022,13,NC-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26,Radha Sharma,925-278-4761,,"{'latitude': '37.787419', 'needs_recoding': False, 'human_address': '{""address"":""3150 CALIFORNIA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.446294'}"
Verizon Wireless,414915,SF PAC HEIGHTS 024,1008,5,NCD,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26,Radha Sharma,925-278-4761,,"{'latitude': '37.788231', 'needs_recoding': False, 'human_address': '{""address"":""357 PRESIDIO AVE"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.447144'}"
Verizon Wireless,414943,SF PAC HEIGHTS 053,1006,22,RH-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26,Radha Sharma,925-278-4761,,"{'latitude': '37.786036', 'needs_recoding': False, 'human_address': '{""address"":""1910 LYON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.445047'}"
Verizon Wireless,414947,SF PAC HEIGHTS 057,1029,30,RH-2,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26,Radha Sharma,925-278-4761,,"{'latitude': '37.787664', 'needs_recoding': False, 'human_address': '{""address"":""2919 CALIFORNIA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.442939'}"
Verizon Wireless,414948,SF PAC HEIGHTS 058,1035,1,NC-S,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,26,Radha Sharma,925-278-4761,,"{'latitude': '37.786478', 'needs_recoding': False, 'human_address': '{""address"":""3519 CALIFORNIA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.451881'}"
Verizon Wireless,388102,SF LM SC 200,3710,2,C-3-O(SD),450-S,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,32.6,Radha Sharma,925-278-4761,,"{'latitude': '37.791864', 'needs_recoding': False, 'human_address': '{""address"":""30 Beal Street"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.396836'}"
Verizon Wireless,302429,SF UM PH1 SC 36,3706,1,C-3-R,120-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27,Radha Sharma,925-278-4761,,"{'latitude': '37.787368', 'needs_recoding': False, 'human_address': '{""address"":""703 market St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.403532'}"
Verizon Wireless,302559,SF UM PH3 SC 255,284,9,C-3-R,80-130-F,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,32.1,Radha Sharma,925-278-4761,,"{'latitude': '37.789197', 'needs_recoding': False, 'human_address': '{""address"":""556 Sutter St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.409564'}"
Verizon Wireless,302550,SF UM PH3 SC 269,299,3,RC-4,80-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,27,Radha Sharma,925-278-4761,,"{'latitude': '37.787729', 'needs_recoding': False, 'human_address': '{""address"":""700 Post St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.413515'}"
Verizon Wireless,302704,SF UM PH3 SC 301,348,9,P,80-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,32.1,Radha Sharma,925-278-4761,,"{'latitude': '37.780869', 'needs_recoding': False, 'human_address': '{""address"":""190 McAllister St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.414818'}"
Verizon Wireless,306196,SF UM PH4 SC 100,131,18,NCD,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,28,Radha Sharma,925-278-4761,,"{'latitude': '37.799479', 'needs_recoding': False, 'human_address': '{""address"":""480 Columbus Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.408783'}"
Verizon Wireless,302675,SF UM PH4 SC 166,159,16,RC-3,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,31.1,Radha Sharma,925-278-4761,,"{'latitude': '37.796423', 'needs_recoding': False, 'human_address': '{""address"":""962 PACIFIC AVE"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.411168'}"
Verizon Wireless,302698,SF UM PH4 SC 233,218,15,RM-3,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,32.1,Radha Sharma,925-278-4761,,"{'latitude': '37.791789', 'needs_recoding': False, 'human_address': '{""address"":""1590 Sacramento St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.419117'}"
Verizon Wireless,302690,SF UM PH4 SC 146,100,14,RM-1,40-X,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,28,Radha Sharma,925-278-4761,,"{'latitude': '37.80003', 'needs_recoding': False, 'human_address': '{""address"":""822 Union St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41309'}"
Verizon Wireless,386749,SF UM SC 403,183,17,RM-3,65-A,Pole,,"Voice, High Speed Data",,1,Pole,,PCS/AWS,20,33,Radha Sharma,925-278-4761,,"{'latitude': '37.794843', 'needs_recoding': False, 'human_address': '{""address"":""1290 Jackson St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.416116'}"
Verizon Wireless,193507,PRESIDIO WEST,1300,1,RH-1,40-X,Tower,,"Voice, High Speed Data",,12,TBD,,"700, 850 PCS, AWS",540,129,Radha Sharma,925-278-4761,TBD,"{'latitude': '37.792728', 'needs_recoding': False, 'human_address': '{""address"":""1450 Battery Caulfield Road"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.474325'}"
Verizon Wireless,278144,BRYANT & CENTRAL,3966,2,PDR-1-G,68-X,Building,,"Voice, High Speed Data",,12,TBD,,"700, 850 PCS, AWS",540,74.5,Radha Sharma,925-278-4761,TBD,"{'latitude': '37.764797', 'needs_recoding': False, 'human_address': '{""address"":""375 Alabama St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.411586'}"
Verizon Wireless,291733,SF YOSEMITE AVE,5418,13,PDR-2,65-J,Building,,"Voice, High Speed Data",,12,TBD,,"700, 850 PCS, AWS",540,63,Radha Sharma,925-278-4761,TBD,"{'latitude': '37.728428', 'needs_recoding': False, 'human_address': '{""address"":""1777 Yosemite Avenue"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.395278'}"
Verizon Wireless,291738,SOUTH CASTRO SC1,2831,5,NCD,40-X,rooftop,,"Voice, High Speed Data",,1,TBD,,"700, AWS",540,50,Radha Sharma,925-278-4761,TBD,"{'latitude': '37.751442', 'needs_recoding': False, 'human_address': '{""address"":""4100 24th St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.434241'}"
Verizon Wireless,295862,SF CHARLES SCHWAB,3721,25,C-3-O (SD),150-S,Building,,"Voice, High Speed Data",,8,TBD,,"700, 850 PCS, AWS",540,89,Radha Sharma,925-278-4761,TBD,"{'latitude': '37.787289', 'needs_recoding': False, 'human_address': '{""address"":""171 2nd St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.398508'}"
Clearwire,CA-SFOPT5,Data Backhaul PT5,,,,,Parking Structure,,"Wireless Broadband Internet, Voice & Data Transmissions",,,,,,,,Richard Tang,510-632-2608,,"{'latitude': '42.170362', 'needs_recoding': False, 'human_address': '{""address"":""75 Hawthorne"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-83.50225'}"
Clearwire,CA-SFO0144,Pier 39 Parking Garage,15,1,C-2,40-X,Office,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",5,Indoor,,2496-2690,1910 W,55,Richard Tang,510-632-2608,Active.  Decommission TBD,"{'latitude': '37.807837', 'needs_recoding': False, 'human_address': '{""address"":""2540 Powell St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.412162'}"
Clearwire,CA-SFO0153,Jackson Square,174,3,C-2,65-A,Hotel/Motel,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",4,Roof,,2496-2690,1910 W,87,Richard Tang,510-632-2608,Active.  Decommission TBD,"{'latitude': '37.7972', 'needs_recoding': False, 'human_address': '{""address"":""633 Battery St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.401'}"
Clearwire,CA-SFO0156,Hyatt Regency Hotel,234,16,C-3-O,200-S,Office,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",4,Roof,,2496-2690,1910 W,200,Richard Tang,510-632-2608,Active.  Decommission TBD,"{'latitude': '37.793997', 'needs_recoding': False, 'human_address': '{""address"":""5 Embarcadero Ctr"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.395985'}"
Clearwire,CA-SFO0158,Sf Financial/401-405 Sansome St,228,4,C-3-O,75-X,Office,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",4,Roof,,2496-2690,1910 W,55,Richard Tang,510-632-2608,,"{'latitude': '37.794097', 'needs_recoding': False, 'human_address': '{""address"":""401-405 Sansome St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40168'}"
Clearwire,CA-SFO0159,222 Front Street,236,6,C-3-O,75-X,Office,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",4,Roof,,2496-2690,1910 W,75,Richard Tang,510-632-2608,Active.  Decommission TBD,"{'latitude': '37.79386', 'needs_recoding': False, 'human_address': '{""address"":""222 Front St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.398633'}"
Clearwire,CA-SFO0161,Exisitng Office Building,262,18,C-3-O,400-S,Office,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",5,Roof,,2496-2690,1910 W,90,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.79233', 'needs_recoding': False, 'human_address': '{""address"":""220 Sansome St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40078194'}"
Clearwire,CA-SFO0166,Downtown Sf Ca0653,3708,57,C-3-O,500-S,"Gov't, Public",,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",4,Roof,,2496-2690,1910 W,335,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.789999', 'needs_recoding': False, 'human_address': '{""address"":""555 Market St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.399957'}"
Clearwire,CA-SFO0170,Archstone SOMA,3746,1,RC-4/DTR,85/150-R/85/200-R,"Clubs, Fraternal Org",,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",4,Roof,,2496-2690,1910 W,98,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.783835', 'needs_recoding': False, 'human_address': '{""address"":""633 Folsom St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.397744'}"
Clearwire,CA-SFO0172,Sailors Union,3748,31,RH DTR,85/400-R,Hotel/Motel,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",3,Indoor,,2496-2690,1910 W,87,Richard Tang,510-632-2608,Active.  Decommission TBD,"{'latitude': '37.786551', 'needs_recoding': False, 'human_address': '{""address"":""450 Harrison St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.393048'}"
Clearwire,CA-SFO0174,Hotel Union Square,327,12,C-3-R,80-130-F,multi-family res (5+),,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",3,Roof,,2496-2690,1910 W,70,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.785804', 'needs_recoding': False, 'human_address': '{""address"":""100 Powell St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.40771806'}"
Clearwire,CA-SFO0175,Bay Side Village,3773,200A,M-2,105-F,Mixed Use,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",4,Indoor,,2496-2690,1910 W,60,Richard Tang,510-632-2608,Active.  Decommission TBD,"{'latitude': '37.78522', 'needs_recoding': False, 'human_address': '{""address"":""500 Beale St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.3886681'}"
Clearwire,CA-SFO0176,Alexis West,3733,108,C-3-S,340-I,Commercial,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",6,Roof,,2496-2690,1910 W,110,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.780906', 'needs_recoding': False, 'human_address': '{""address"":""380 Clementina St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.403824'}"
Clearwire,CA-SFO0177,Japantown,701,1,NC-3,65-A,"Gov't, Public",,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem, Mobile",3,Indoor,,2496-2690,1910 W,92,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.784883', 'needs_recoding': False, 'human_address': '{""address"":""1881 Post St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.43254611'}"
Clearwire,CA-SFO0182,Vet. Admin. Hospital - S.F.,1313,23,P,40-X,Office,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",5,Roof,,2496-2690,1910 W,65,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.7816', 'needs_recoding': False, 'human_address': '{""address"":""4150 Clement St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.505'}"
Clearwire,CA-SFO0183,Old Mint,3725,87,C-3-S,160-F,Commercial,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",4,Roof,,2496-2690,1910 W,80,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.781555', 'needs_recoding': False, 'human_address': '{""address"":""965 Mission St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.407639'}"
Clearwire,CA-SFO0191,Anna's Café,3507,38,C-3-G,120/320-R-2,Commercial,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",5,Roof,,2496-2690,1910 W,352,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.776718', 'needs_recoding': False, 'human_address': '{""address"":""81 9th St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.41480694'}"
Clearwire,CA-SFO0194,San Francisco Hall of Justice,3780,6,M-2,68-X,Commercial,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",4,Roof,,2496-2690,1910 W,75,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.771806', 'needs_recoding': False, 'human_address': '{""address"":""888 Brannan St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.405714'}"
Clearwire,CA-SFO0205,Kezar Stadium,1263,6,NC-1,40-X,Office,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem, Mobile",3,Basement,,2496-2690,1910 W,47,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.766507', 'needs_recoding': False, 'human_address': '{""address"":""510 Frederick St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.453406'}"
Clearwire,CA-SFO0212,US Bank,3637,69,Mission St NCT,40-X/65-B,Industrial,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem, Mobile",3,Indoor,,2496-2690,1910 W,90,Richard Tang,510-632-2608,Transferred to Sprint,"{'latitude': '37.75518', 'needs_recoding': False, 'human_address': '{""address"":""2601 Mission St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.418341'}"
Clearwire,CA-SFO0215,Central Basin,4109,1,PDR-1-G,68-X,Industrial,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",4,Roof,,2496-2690,1910 W,70,Richard Tang,510-632-2608,Active.  Decommission TBD,"{'latitude': '37.760233', 'needs_recoding': False, 'human_address': '{""address"":""2301 3rd St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.387962'}"
Clearwire,CA-SFO0542,Speakeasy,4602A,16,M-1,40-X,Lattice Tower,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",5,"Ground, Outdoor",,2496-2690,1910 W,30,Richard Tang,510-632-2608,Active.  Decommission TBD,"{'latitude': '37.738156', 'needs_recoding': False, 'human_address': '{""address"":""1195 Evans Ave"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.380623'}"
Clearwire,CA-SFO0551,Sutro,,,,,,,"Wireless Broadband Internet, Voice & Data Transmissions","Laptop Internet Card, Wireless modem",3,2nd Level,,2496-2690,1910 W,198,Richard Tang,510-632-2608,Tranferred to Sprint  New - site was not on Oct. 2013 list,"{'latitude': '37.755128', 'needs_recoding': False, 'human_address': '{""address"":""1 La Avanzada St"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.452907'}"
T-Mobile,BA10038,,6474,34,NCD,40-X,non-bldg,,"voice, video, data",,1,Ground,,1900 / 2100,,30,Rana Christie,,,"{'latitude': '37.71042', 'needs_recoding': False, 'human_address': '{""address"":""5655 Mission Street (765 Morse St)"",""city"":"""",""state"":"""",""zip"":""""}', 'longitude': '-122.44733'}"
