year,_113_cause_name,cause_name,state,deaths,aadr
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,1912,16.1
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,3328,16.1
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,393,16.2
2016,Diabetes mellitus (E10-E14),Diabetes,Colorado,938,16.2
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,104,16.2
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,246,16.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1510,16.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,181,16.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,366,16.2
2013,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,824,16.2
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2884,16.2
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,184,16.2
2012,Diabetes mellitus (E10-E14),Diabetes,Hawaii,277,16.2
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,724,16.2
2009,Diabetes mellitus (E10-E14),Diabetes,Arizona,1083,16.2
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1058,16.2
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,644,16.2
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,637,16.2
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,727,16.2
2007,Alzheimer's disease (G30),Alzheimer's disease,Maryland,881,16.2
2006,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,206,16.2
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,225,16.2
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1681,16.2
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,592,16.2
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,727,16.2
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Utah,340,16.2
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,478,16.2
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,187,16.2
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Massachusetts,1127,16.2
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Indiana,1092,16.3
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Carolina,838,16.3
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,1111,16.3
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kansas,477,16.3
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,1017,16.3
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,1791,16.3
2013,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1812,16.3
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2323,16.3
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arkansas,485,16.3
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1619,16.3
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,178,16.3
2009,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,778,16.3
2009,Alzheimer's disease (G30),Alzheimer's disease,Maryland,937,16.3
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,332,16.3
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1237,16.3
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,129,16.3
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,272,16.3
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2705,16.3
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,345,16.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,979,16.3
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,210,16.3
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Missouri,991,16.3
2000,Diabetes mellitus (E10-E14),Diabetes,Hawaii,203,16.3
1999,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,331,16.3
1999,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,155,16.3
2015,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1095,16.4
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,210,16.4
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,323,16.4
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1390,16.4
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,860,16.4
2011,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,813,16.4
2011,Diabetes mellitus (E10-E14),Diabetes,Colorado,790,16.4
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5882,16.4
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,550,16.4
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,759,16.4
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Oklahoma,623,16.4
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,945,16.4
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,204,16.4
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,632,16.4
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,217,16.4
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1618,16.4
2001,Alzheimer's disease (G30),Alzheimer's disease,Florida,3643,16.4
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,207,16.4
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,83,16.4
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,845,16.4
1999,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,248,16.4
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,District of Columbia,91,16.4
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,1965,16.4
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,345,16.4
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Alabama,980,16.5
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1896,16.5
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,717,16.5
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,New Hampshire,228,16.5
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,4008,16.5
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,355,16.5
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oklahoma,618,16.5
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3387,16.5
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,53692,16.5
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1098,16.5
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1016,16.5
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Maine,269,16.5
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2716,16.5
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,241,16.5
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,228,16.5
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,91,16.5
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,722,16.5
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,South Carolina,632,16.5
2000,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,443,16.5
2000,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,2542,16.5
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,194,16.5
1999,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1182,16.5
1999,Alzheimer's disease (G30),Alzheimer's disease,United States,44536,16.5
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,4560,16.5
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,836,16.6
2016,Diabetes mellitus (E10-E14),Diabetes,Wyoming,112,16.6
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1543,16.6
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2445,16.6
2014,Alzheimer's disease (G30),Alzheimer's disease,Delaware,188,16.6
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,569,16.6
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6551,16.6
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2374,16.6
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,1780,16.6
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,185,16.6
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,6200,16.6
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2291,16.6
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Maine,235,16.6
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,656,16.6
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Nevada,412,16.6
2010,Diabetes mellitus (E10-E14),Diabetes,Hawaii,272,16.6
2009,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,213,16.6
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,661,16.6
2007,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,764,16.6
2007,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1222,16.6
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,811,16.6
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Michigan,1665,16.6
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,886,16.6
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,498,16.6
1999,Alzheimer's disease (G30),Alzheimer's disease,California,4532,16.6
1999,Alzheimer's disease (G30),Alzheimer's disease,Kansas,511,16.6
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1281,16.7
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,195,16.7
2015,Alzheimer's disease (G30),Alzheimer's disease,Alaska,68,16.7
2015,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1398,16.7
2010,Diabetes mellitus (E10-E14),Diabetes,New York,3642,16.7
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,344,16.7
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1060,16.7
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1116,16.7
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Idaho,252,16.7
2006,Diabetes mellitus (E10-E14),Diabetes,Colorado,677,16.7
2002,Alzheimer's disease (G30),Alzheimer's disease,Delaware,128,16.7
2002,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1522,16.7
2017,Diabetes mellitus (E10-E14),Diabetes,New York,4176,16.8
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Tennessee,1166,16.8
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,2565,16.8
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,756,16.8
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,582,16.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2485,16.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,723,16.8
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1494,16.8
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2441,16.8
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Oregon,698,16.8
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Vermont,112,16.8
2012,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,842,16.8
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,141,16.8
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,302,16.8
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,2873,16.8
2010,Alzheimer's disease (G30),Alzheimer's disease,Maryland,986,16.8
2010,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,343,16.8
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,865,16.8
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,1068,16.8
2007,Diabetes mellitus (E10-E14),Diabetes,Colorado,710,16.8
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,723,16.8
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,52717,16.8
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,269,16.8
2003,Diabetes mellitus (E10-E14),Diabetes,Connecticut,665,16.8
2001,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,449,16.8
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1495,16.8
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Wyoming,83,16.8
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alaska,96,16.8
2017,Diabetes mellitus (E10-E14),Diabetes,New Jersey,1908,16.9
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,770,16.9
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Washington,1297,16.9
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1618,16.9
2016,Diabetes mellitus (E10-E14),Diabetes,New York,4038,16.9
2016,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,239,16.9
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,397,16.9
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Pennsylvania,3021,16.9
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2443,16.9
2013,Alzheimer's disease (G30),Alzheimer's disease,Florida,5093,16.9
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Indiana,1221,16.9
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1418,16.9
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1175,16.9
2009,Alzheimer's disease (G30),Alzheimer's disease,Delaware,163,16.9
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,976,16.9
2008,Diabetes mellitus (E10-E14),Diabetes,New York,3605,16.9
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1853,16.9
2006,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1649,16.9
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,152,16.9
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Kansas,517,16.9
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,236,16.9
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,900,16.9
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Ohio,2027,16.9
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Virginia,1035,16.9
2016,Diabetes mellitus (E10-E14),Diabetes,Delaware,203,17
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,2518,17
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1442,17
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1213,17
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,2392,17
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,1705,17
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,289,17
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Arizona,1093,17
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1348,17
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,366,17
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,148,17
2008,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,177,17
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3230,17
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Texas,3291,17
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,173,17
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,219,17
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,148,17
2003,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,95,17
2002,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,167,17
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,New Jersey,1495,17
1999,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,219,17
2017,Alzheimer's disease (G30),Alzheimer's disease,Maryland,1191,17.1
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,2040,17.1
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,436,17.1
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,987,17.1
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,623,17.1
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Delaware,208,17.1
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,North Carolina,2002,17.1
2015,Diabetes mellitus (E10-E14),Diabetes,New York,4045,17.1
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1512,17.1
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Kentucky,776,17.1
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Missouri,1052,17.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,313,17.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1498,17.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,South Dakota,141,17.1
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Illinois,2444,17.1
2012,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1881,17.1
2012,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,373,17.1
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,West Virginia,326,17.1
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1036,17.1
