Rank,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8284,PS,Adventure,0.0,0.0,0.16,0.01,0.17
8285,DS,Shooter,0.15,0.01,0.0,0.01,0.17
8286,XB,Shooter,0.13,0.04,0.0,0.01,0.17
8287,XB,Shooter,0.13,0.04,0.0,0.01,0.17
8288,PSP,Platform,0.05,0.08,0.0,0.04,0.17
8289,PS2,Racing,0.08,0.07,0.0,0.02,0.17
8290,PS2,Strategy,0.08,0.07,0.0,0.02,0.17
8291,GBA,Misc,0.12,0.05,0.0,0.0,0.17
8292,DS,Action,0.16,0.0,0.0,0.01,0.17
8293,PS2,Sports,0.08,0.07,0.0,0.02,0.17
8294,PS2,Action,0.08,0.07,0.0,0.02,0.17
8295,3DS,Role-Playing,0.03,0.0,0.14,0.0,0.17
8296,PC,Strategy,0.01,0.12,0.0,0.03,0.17
8297,DS,Action,0.12,0.04,0.0,0.01,0.17
8298,PS2,Sports,0.08,0.07,0.0,0.02,0.17
8299,PS,Action,0.0,0.0,0.16,0.01,0.17
8300,PS3,Action,0.1,0.04,0.0,0.02,0.17
8301,X360,Sports,0.15,0.01,0.0,0.01,0.17
8302,X360,Action,0.06,0.07,0.04,0.01,0.17
8303,PS,Fighting,0.0,0.0,0.16,0.01,0.17
8304,PS2,Action,0.08,0.07,0.0,0.02,0.17
8305,PS2,Role-Playing,0.0,0.0,0.17,0.0,0.17
8306,PS2,Role-Playing,0.0,0.0,0.17,0.0,0.17
8307,Wii,Misc,0.16,0.0,0.0,0.01,0.17
8308,WS,Strategy,0.0,0.0,0.17,0.0,0.17
8309,GC,Platform,0.13,0.03,0.0,0.0,0.17
8310,GBA,Platform,0.12,0.05,0.0,0.0,0.17
8311,PSP,Action,0.0,0.0,0.17,0.0,0.17
8312,PSP,Sports,0.16,0.0,0.0,0.01,0.17
8313,Wii,Sports,0.16,0.0,0.0,0.01,0.17
8314,PSP,Action,0.07,0.07,0.0,0.03,0.17
8315,PS3,Sports,0.16,0.0,0.0,0.01,0.17
8316,XB,Action,0.13,0.04,0.0,0.01,0.17
8317,X360,Role-Playing,0.03,0.12,0.0,0.01,0.17
8318,PSP,Sports,0.13,0.02,0.0,0.02,0.17
8319,PSP,Action,0.0,0.03,0.14,0.0,0.17
8320,DC,Racing,0.0,0.0,0.17,0.0,0.17
8321,PS,Fighting,0.05,0.04,0.07,0.01,0.17
8322,X360,Action,0.16,0.0,0.0,0.01,0.17
8323,Wii,Sports,0.16,0.0,0.0,0.01,0.17
8324,Wii,Puzzle,0.04,0.12,0.0,0.02,0.17
8325,XB,Action,0.13,0.04,0.0,0.01,0.17
8326,PS3,Misc,0.0,0.15,0.0,0.02,0.17
8327,PSP,Sports,0.16,0.0,0.0,0.01,0.17
8328,3DS,Action,0.13,0.03,0.0,0.01,0.17
8329,GBA,Action,0.12,0.05,0.0,0.0,0.17
8330,X360,Action,0.09,0.07,0.0,0.02,0.17
8331,PS,Platform,0.09,0.06,0.0,0.01,0.17
8332,GBA,Misc,0.12,0.05,0.0,0.0,0.17
8333,Wii,Puzzle,0.16,0.0,0.0,0.01,0.17
8334,Wii,Misc,0.16,0.0,0.0,0.01,0.17
8335,X360,Action,0.14,0.02,0.0,0.01,0.17
8336,PS2,Action,0.08,0.07,0.0,0.02,0.17
8337,X360,Racing,0.07,0.09,0.0,0.02,0.17
8338,PSP,Misc,0.0,0.0,0.17,0.0,0.17
8339,N64,Racing,0.14,0.03,0.0,0.0,0.17
8340,N64,Adventure,0.05,0.01,0.11,0.0,0.17
8341,N64,Shooter,0.12,0.05,0.0,0.0,0.17
8342,XB,Action,0.13,0.04,0.0,0.01,0.17
8343,GBA,Misc,0.12,0.05,0.0,0.0,0.17
8344,Wii,Simulation,0.14,0.01,0.0,0.01,0.17
8345,GBA,Misc,0.12,0.05,0.0,0.0,0.17
8346,PS3,Role-Playing,0.06,0.03,0.06,0.02,0.17
8347,PS2,Sports,0.08,0.06,0.0,0.02,0.17
8348,PSP,Action,0.0,0.0,0.17,0.0,0.17
8349,PS2,Misc,0.08,0.06,0.0,0.02,0.17
8350,PS2,Adventure,0.0,0.0,0.17,0.0,0.17
8351,GBA,Action,0.12,0.04,0.0,0.0,0.17
8352,PC,Strategy,0.02,0.12,0.0,0.03,0.17
8353,PSP,Sports,0.0,0.0,0.17,0.0,0.17
8354,PS,Role-Playing,0.02,0.02,0.12,0.01,0.17
8355,Wii,Misc,0.16,0.0,0.0,0.01,0.17
8356,PS4,Sports,0.1,0.04,0.0,0.03,0.17
8357,X360,Adventure,0.11,0.04,0.0,0.01,0.17
8358,DS,Misc,0.16,0.0,0.0,0.01,0.17
8359,PS2,Role-Playing,0.0,0.0,0.17,0.0,0.17
8360,GBA,Adventure,0.0,0.0,0.16,0.0,0.17
8361,DS,Action,0.16,0.0,0.0,0.01,0.17
8362,PS2,Sports,0.05,0.04,0.06,0.01,0.17
8363,PS,Action,0.09,0.06,0.0,0.01,0.17
8364,Wii,Puzzle,0.1,0.06,0.0,0.02,0.17
8365,X360,Misc,0.14,0.01,0.0,0.01,0.17
8366,PS2,Action,0.08,0.06,0.0,0.02,0.17
8367,X360,Action,0.12,0.03,0.0,0.01,0.17
8368,X360,Action,0.16,0.0,0.0,0.01,0.17
8369,PS2,Action,0.08,0.06,0.0,0.02,0.17
8370,GBA,Misc,0.12,0.04,0.0,0.0,0.17
8371,Wii,Simulation,0.08,0.07,0.0,0.02,0.17
8372,Wii,Misc,0.11,0.02,0.03,0.01,0.17
8373,SNES,Shooter,0.0,0.0,0.17,0.0,0.17
8374,PS2,Shooter,0.08,0.06,0.0,0.02,0.17
8375,PS,Action,0.09,0.06,0.0,0.01,0.17
8376,PS2,Action,0.04,0.03,0.09,0.01,0.17
8377,PS,Action,0.09,0.06,0.0,0.01,0.17
8378,PS2,Fighting,0.0,0.0,0.17,0.0,0.17
8379,PS4,Racing,0.0,0.12,0.03,0.02,0.17
8380,GC,Sports,0.13,0.03,0.0,0.0,0.17
8381,X360,Racing,0.15,0.0,0.0,0.01,0.17
8382,X360,Action,0.11,0.05,0.0,0.01,0.17
8383,GBA,Shooter,0.12,0.04,0.0,0.0,0.17
8384,PS2,Fighting,0.0,0.0,0.17,0.0,0.17
8385,GC,Platform,0.13,0.03,0.0,0.0,0.17
8386,PS,Role-Playing,0.0,0.0,0.16,0.01,0.17
8387,PS2,Sports,0.08,0.06,0.0,0.02,0.17
8388,XB,Shooter,0.13,0.04,0.0,0.01,0.17
8389,PS,Racing,0.09,0.06,0.0,0.01,0.17
8390,PS,Sports,0.09,0.06,0.0,0.01,0.17
8391,3DS,Misc,0.13,0.03,0.0,0.01,0.17
8392,XB,Action,0.13,0.04,0.0,0.01,0.17
8393,PSV,Role-Playing,0.0,0.0,0.17,0.0,0.17
8394,PS,Racing,0.09,0.06,0.0,0.01,0.17
8395,Wii,Action,0.15,0.01,0.0,0.01,0.17
8396,PS2,Sports,0.07,0.06,0.02,0.02,0.17
8397,PS2,Misc,0.08,0.06,0.0,0.02,0.17
8398,DS,Fighting,0.02,0.02,0.12,0.0,0.17
8399,PS,Adventure,0.02,0.01,0.12,0.01,0.17
8400,PS,Action,0.09,0.06,0.0,0.01,0.17
8401,Wii,Sports,0.15,0.0,0.0,0.01,0.17
8402,PS4,Sports,0.0,0.0,0.17,0.0,0.17
8403,GC,Platform,0.13,0.03,0.0,0.0,0.17
8404,Wii,Misc,0.0,0.16,0.0,0.01,0.17
8405,PSP,Racing,0.14,0.01,0.0,0.02,0.17
8406,DS,Platform,0.0,0.0,0.17,0.0,0.17
8407,PS2,Role-Playing,0.0,0.0,0.17,0.0,0.17
8408,X360,Simulation,0.08,0.07,0.0,0.02,0.17
8409,PS,Misc,0.0,0.0,0.16,0.01,0.17
8410,PS2,Racing,0.08,0.06,0.0,0.02,0.17
8411,PS4,Role-Playing,0.06,0.04,0.05,0.02,0.17
8412,PS3,Action,0.13,0.02,0.0,0.02,0.17
8413,XB,Fighting,0.13,0.04,0.0,0.01,0.17
8414,DS,Puzzle,0.1,0.01,0.05,0.01,0.17
8415,XB,Action,0.13,0.04,0.0,0.01,0.17
8416,PS4,Action,0.05,0.07,0.02,0.02,0.17
8417,PS2,Role-Playing,0.0,0.0,0.17,0.0,0.17
8418,GC,Role-Playing,0.1,0.02,0.04,0.0,0.17
8419,PS3,Racing,0.0,0.13,0.0,0.04,0.17
8420,X360,Sports,0.13,0.03,0.0,0.01,0.17
8421,GBA,Racing,0.12,0.04,0.0,0.0,0.17
8422,GBA,Shooter,0.12,0.04,0.0,0.0,0.17
8423,SNES,Strategy,0.0,0.0,0.17,0.0,0.17
8424,DS,Misc,0.16,0.0,0.0,0.01,0.17
8425,DS,Adventure,0.15,0.01,0.0,0.01,0.17
8426,SNES,Sports,0.0,0.0,0.17,0.0,0.17
8427,DS,Misc,0.04,0.11,0.0,0.02,0.17
8428,SNES,Fighting,0.0,0.0,0.17,0.0,0.17
8429,3DS,Role-Playing,0.0,0.0,0.17,0.0,0.17
8430,XOne,Shooter,0.08,0.07,0.0,0.01,0.17
8431,XB,Shooter,0.12,0.04,0.0,0.01,0.17
8432,3DS,Action,0.0,0.0,0.17,0.0,0.17
8433,X360,Sports,0.15,0.0,0.0,0.02,0.17
8434,DS,Action,0.15,0.01,0.0,0.01,0.17
8435,PS3,Shooter,0.11,0.04,0.0,0.02,0.17
8436,PS2,Misc,0.08,0.06,0.0,0.02,0.17
8437,GC,Misc,0.13,0.03,0.0,0.0,0.17
8438,XB,Adventure,0.12,0.04,0.0,0.01,0.17
8439,GBA,Misc,0.12,0.04,0.0,0.0,0.17
8440,Wii,Platform,0.11,0.02,0.03,0.01,0.17
8441,PS3,Action,0.13,0.02,0.0,0.02,0.17
8442,PS2,Sports,0.08,0.06,0.0,0.02,0.17
8443,DS,Action,0.14,0.01,0.0,0.01,0.17
8444,SAT,Action,0.0,0.0,0.17,0.0,0.17
8445,PC,Role-Playing,0.08,0.07,0.0,0.02,0.17
8446,3DS,Role-Playing,0.0,0.0,0.17,0.0,0.17
8447,X360,Simulation,0.12,0.04,0.0,0.01,0.17
8448,DS,Misc,0.0,0.0,0.17,0.0,0.17
8449,PS3,Sports,0.0,0.0,0.17,0.0,0.17
8450,PS4,Action,0.07,0.0,0.08,0.02,0.17
8451,SNES,Sports,0.0,0.0,0.17,0.0,0.17
8452,GC,Adventure,0.01,0.0,0.15,0.0,0.17
8453,PC,Simulation,0.0,0.13,0.0,0.03,0.17
8454,X360,Action,0.11,0.02,0.02,0.01,0.17
8455,XB,Racing,0.12,0.04,0.0,0.01,0.17
8456,3DS,Role-Playing,0.04,0.04,0.08,0.01,0.17
8457,PS3,Sports,0.15,0.0,0.0,0.01,0.17
8458,PS3,Action,0.14,0.01,0.0,0.02,0.17
8459,2600,Action,0.15,0.01,0.0,0.0,0.17
8460,2600,Action,0.15,0.01,0.0,0.0,0.17
8461,2600,Action,0.15,0.01,0.0,0.0,0.17
8462,SAT,Shooter,0.0,0.0,0.16,0.0,0.17
8463,X360,Strategy,0.13,0.02,0.0,0.01,0.16
8464,PS3,Role-Playing,0.05,0.03,0.06,0.02,0.16
8465,PS2,Platform,0.08,0.06,0.0,0.02,0.16
8466,PSV,Action,0.0,0.0,0.16,0.0,0.16
8467,Wii,Strategy,0.13,0.02,0.0,0.01,0.16
8468,PS3,Action,0.13,0.0,0.0,0.03,0.16
8469,PSV,Role-Playing,0.0,0.0,0.16,0.0,0.16
8470,PS2,Racing,0.08,0.06,0.0,0.02,0.16
8471,PS2,Role-Playing,0.0,0.0,0.16,0.0,0.16
8472,PS2,Racing,0.08,0.06,0.0,0.02,0.16
8473,Wii,Puzzle,0.16,0.0,0.0,0.0,0.16
8474,GBA,Racing,0.12,0.04,0.0,0.0,0.16
8475,PS3,Role-Playing,0.05,0.04,0.06,0.02,0.16
8476,PS3,Action,0.15,0.0,0.0,0.01,0.16
8477,X360,Adventure,0.14,0.01,0.0,0.01,0.16
8478,PS,Shooter,0.09,0.06,0.0,0.01,0.16
8479,PS2,Sports,0.08,0.06,0.0,0.02,0.16
8480,PSP,Role-Playing,0.13,0.02,0.0,0.02,0.16
8481,PSP,Action,0.12,0.02,0.0,0.02,0.16
8482,3DS,Racing,0.07,0.08,0.0,0.02,0.16
8483,DS,Misc,0.12,0.03,0.0,0.01,0.16
8484,Wii,Shooter,0.08,0.06,0.0,0.02,0.16
8485,PS3,Action,0.11,0.03,0.0,0.02,0.16
8486,DS,Role-Playing,0.12,0.0,0.03,0.01,0.16
8487,X360,Action,0.07,0.05,0.03,0.01,0.16
8488,PS2,Sports,0.08,0.06,0.0,0.02,0.16
8489,Wii,Action,0.11,0.04,0.0,0.01,0.16
8490,PS2,Racing,0.06,0.05,0.03,0.02,0.16
8491,PSP,Fighting,0.13,0.0,0.02,0.01,0.16
8492,DS,Fighting,0.0,0.0,0.16,0.0,0.16
8493,X360,Action,0.08,0.06,0.0,0.02,0.16
8494,DS,Action,0.0,0.14,0.0,0.02,0.16
8495,GC,Shooter,0.13,0.03,0.0,0.0,0.16
8496,DS,Sports,0.11,0.0,0.04,0.01,0.16
8497,PS2,Platform,0.08,0.06,0.0,0.02,0.16
8498,PS,Misc,0.0,0.0,0.15,0.01,0.16
8499,GBA,Simulation,0.12,0.04,0.0,0.0,0.16
8500,PS2,Adventure,0.08,0.06,0.0,0.02,0.16
8501,PS3,Action,0.02,0.03,0.11,0.01,0.16
8502,GBA,Action,0.12,0.04,0.0,0.0,0.16
8503,Wii,Racing,0.15,0.0,0.0,0.01,0.16
8504,Wii,Action,0.14,0.01,0.0,0.01,0.16
8505,PC,Strategy,0.06,0.1,0.0,0.0,0.16
8506,Wii,Action,0.11,0.04,0.0,0.01,0.16
8507,Wii,Action,0.11,0.04,0.0,0.01,0.16
8508,PS2,Simulation,0.08,0.06,0.0,0.02,0.16
8509,3DS,Adventure,0.07,0.05,0.03,0.01,0.16
8510,DS,Action,0.15,0.0,0.0,0.01,0.16
8511,Wii,Fighting,0.15,0.0,0.0,0.01,0.16
8512,PS2,Adventure,0.0,0.0,0.16,0.0,0.16
8513,GBA,Action,0.12,0.04,0.0,0.0,0.16
8514,PSP,Role-Playing,0.0,0.0,0.16,0.0,0.16
8515,X360,Action,0.09,0.03,0.03,0.01,0.16
8516,PS,Role-Playing,0.09,0.06,0.0,0.01,0.16
8517,PSP,Misc,0.13,0.01,0.0,0.02,0.16
8518,GBA,Sports,0.12,0.04,0.0,0.0,0.16
8519,PS,Sports,0.0,0.0,0.15,0.01,0.16
8520,GC,Misc,0.13,0.03,0.0,0.0,0.16
8521,GC,Racing,0.13,0.03,0.0,0.0,0.16
8522,DS,Strategy,0.0,0.0,0.16,0.0,0.16
8523,PS,Sports,0.0,0.0,0.15,0.01,0.16
8524,PS,Racing,0.09,0.06,0.0,0.01,0.16
8525,XB,Strategy,0.12,0.03,0.0,0.01,0.16
8526,PS3,Simulation,0.12,0.02,0.0,0.02,0.16
8527,PS2,Misc,0.08,0.06,0.0,0.02,0.16
8528,Wii,Sports,0.15,0.0,0.0,0.01,0.16
8529,X360,Sports,0.05,0.1,0.0,0.01,0.16
8530,PS4,Action,0.07,0.04,0.03,0.02,0.16
8531,SNES,Adventure,0.0,0.0,0.16,0.0,0.16
8532,3DS,Role-Playing,0.0,0.0,0.16,0.0,0.16
8533,GC,Racing,0.12,0.03,0.0,0.0,0.16
8534,X360,Misc,0.11,0.03,0.0,0.01,0.16
8535,Wii,Sports,0.15,0.0,0.0,0.01,0.16
8536,DS,Simulation,0.13,0.02,0.0,0.01,0.16
8537,X360,Racing,0.15,0.0,0.0,0.01,0.16
8538,XB,Shooter,0.12,0.03,0.0,0.01,0.16
8539,PS2,Misc,0.08,0.06,0.0,0.02,0.16
8540,PS2,Platform,0.08,0.06,0.0,0.02,0.16
8541,PS3,Action,0.14,0.01,0.0,0.01,0.16
8542,DS,Puzzle,0.15,0.0,0.0,0.01,0.16
8543,DS,Misc,0.0,0.0,0.16,0.0,0.16
8544,PS2,Adventure,0.08,0.06,0.0,0.02,0.16
8545,PS2,Action,0.08,0.06,0.0,0.02,0.16
8546,PS3,Action,0.12,0.02,0.0,0.02,0.16
8547,Wii,Platform,0.14,0.0,0.01,0.01,0.16
8548,PS2,Adventure,0.08,0.06,0.0,0.02,0.16
8549,PSP,Strategy,0.0,0.0,0.16,0.0,0.16
8550,PS3,Shooter,0.15,0.0,0.0,0.01,0.16
8551,XB,Action,0.12,0.03,0.0,0.01,0.16
8552,PS2,Sports,0.08,0.06,0.0,0.02,0.16
8553,GC,Action,0.12,0.03,0.0,0.0,0.16
8554,SNES,Sports,0.0,0.0,0.16,0.0,0.16
8555,PS,Adventure,0.09,0.06,0.0,0.01,0.16
8556,PS3,Sports,0.15,0.0,0.0,0.01,0.16
8557,GC,Platform,0.12,0.03,0.0,0.0,0.16
8558,DS,Action,0.13,0.02,0.0,0.01,0.16
8559,PSP,Strategy,0.15,0.0,0.0,0.01,0.16
8560,PS2,Role-Playing,0.0,0.0,0.16,0.0,0.16
8561,PS2,Sports,0.0,0.0,0.16,0.0,0.16
8562,PS2,Shooter,0.08,0.06,0.0,0.02,0.16
8563,X360,Misc,0.15,0.0,0.0,0.01,0.16
8564,GBA,Racing,0.12,0.04,0.0,0.0,0.16
8565,PS2,Fighting,0.08,0.06,0.0,0.02,0.16
8566,SNES,Sports,0.0,0.0,0.16,0.0,0.16
8567,Wii,Fighting,0.14,0.01,0.0,0.01,0.16
8568,PS2,Misc,0.08,0.06,0.0,0.02,0.16
8569,PSP,Strategy,0.14,0.0,0.0,0.01,0.16
8570,GC,Action,0.12,0.03,0.0,0.0,0.16
8571,Wii,Sports,0.15,0.0,0.0,0.01,0.16
8572,PS3,Fighting,0.11,0.01,0.03,0.01,0.16
8573,DS,Adventure,0.0,0.14,0.0,0.02,0.16
8574,XOne,Action,0.08,0.07,0.0,0.01,0.16
8575,DS,Sports,0.15,0.0,0.0,0.01,0.16
8576,DS,Strategy,0.15,0.0,0.0,0.01,0.16
8577,SNES,Simulation,0.0,0.0,0.16,0.0,0.16
8578,Wii,Sports,0.15,0.0,0.0,0.01,0.16
8579,PSP,Action,0.0,0.0,0.16,0.0,0.16
8580,PC,Sports,0.09,0.05,0.0,0.02,0.16
8581,GBA,Action,0.11,0.04,0.0,0.0,0.16
8582,PS,Sports,0.0,0.0,0.15,0.01,0.16
8583,N64,Fighting,0.13,0.03,0.0,0.0,0.16
8584,N64,Shooter,0.13,0.03,0.0,0.0,0.16
8585,N64,Action,0.13,0.03,0.0,0.0,0.16
8586,N64,Sports,0.0,0.0,0.12,0.04,0.16
8587,N64,Fighting,0.13,0.03,0.0,0.0,0.16
8588,N64,Racing,0.13,0.03,0.0,0.0,0.16
8589,N64,Shooter,0.13,0.03,0.0,0.0,0.16
8590,N64,Strategy,0.13,0.03,0.0,0.0,0.16
8591,N64,Racing,0.13,0.03,0.0,0.0,0.16
8592,N64,Action,0.13,0.03,0.0,0.0,0.16
8593,N64,Misc,0.13,0.03,0.0,0.0,0.16
8594,N64,Simulation,0.0,0.0,0.12,0.04,0.16
8595,X360,Role-Playing,0.12,0.0,0.03,0.01,0.16
8596,DS,Puzzle,0.0,0.15,0.0,0.01,0.16
8597,DS,Action,0.05,0.02,0.08,0.01,0.16
8598,DS,Misc,0.0,0.0,0.16,0.0,0.16
8599,PSP,Simulation,0.08,0.03,0.03,0.02,0.16
8600,PC,Racing,0.0,0.15,0.0,0.01,0.16
8601,PSP,Simulation,0.0,0.0,0.16,0.0,0.16
8602,PS2,Fighting,0.08,0.06,0.0,0.02,0.16
8603,X360,Adventure,0.11,0.04,0.0,0.01,0.16
8604,PS2,Role-Playing,0.0,0.0,0.16,0.0,0.16
8605,XB,Sports,0.12,0.03,0.0,0.01,0.16
8606,PS3,Shooter,0.14,0.01,0.0,0.01,0.16
8607,X360,Sports,0.15,0.0,0.0,0.01,0.16
8608,DS,Simulation,0.15,0.0,0.0,0.01,0.16
8609,PS3,Sports,0.08,0.06,0.0,0.03,0.16
8610,DS,Sports,0.14,0.01,0.0,0.01,0.16
8611,DS,Adventure,0.03,0.01,0.11,0.0,0.16
8612,PS3,Simulation,0.0,0.1,0.02,0.04,0.16
8613,Wii,Action,0.15,0.0,0.0,0.01,0.16
8614,PSV,Action,0.06,0.05,0.02,0.03,0.16
8615,DS,Action,0.08,0.07,0.0,0.01,0.16
8616,PS2,Adventure,0.08,0.06,0.0,0.02,0.16
8617,DS,Role-Playing,0.16,0.0,0.0,0.0,0.16
8618,PC,Shooter,0.07,0.07,0.0,0.02,0.16
8619,SNES,Sports,0.0,0.0,0.16,0.0,0.16
8620,X360,Sports,0.1,0.05,0.0,0.01,0.16
8621,PSP,Sports,0.15,0.0,0.0,0.01,0.16
8622,Wii,Misc,0.15,0.0,0.0,0.01,0.16
8623,X360,Sports,0.13,0.02,0.0,0.01,0.16
8624,Wii,Misc,0.14,0.01,0.0,0.01,0.16
8625,PS2,Racing,0.08,0.06,0.0,0.02,0.16
8626,PSP,Fighting,0.14,0.0,0.0,0.01,0.16
8627,PS,Sports,0.09,0.06,0.0,0.01,0.16
8628,DS,Action,0.15,0.0,0.0,0.01,0.16
8629,X360,Action,0.09,0.05,0.0,0.01,0.16
8630,PS,Sports,0.09,0.06,0.0,0.01,0.16
8631,Wii,Action,0.15,0.0,0.0,0.01,0.16
8632,X360,Misc,0.13,0.02,0.0,0.01,0.16
8633,DS,Action,0.0,0.14,0.0,0.02,0.16
8634,PS3,Fighting,0.05,0.0,0.09,0.01,0.16
8635,PS,Sports,0.0,0.0,0.15,0.01,0.16
8636,SAT,Adventure,0.0,0.0,0.16,0.0,0.16
8637,DS,Misc,0.12,0.03,0.0,0.01,0.16
8638,Wii,Strategy,0.11,0.02,0.02,0.01,0.16
8639,PSV,Adventure,0.02,0.09,0.0,0.04,0.16
8640,GBA,Racing,0.09,0.03,0.04,0.0,0.16
8641,SNES,Fighting,0.0,0.0,0.16,0.0,0.16
8642,PS3,Sports,0.11,0.03,0.0,0.02,0.16
8643,GBA,Racing,0.11,0.04,0.0,0.0,0.16
8644,PS,Racing,0.0,0.0,0.15,0.01,0.16
8645,DS,Misc,0.14,0.01,0.0,0.01,0.16
8646,GBA,Puzzle,0.0,0.0,0.15,0.0,0.16
8647,DS,Misc,0.14,0.01,0.0,0.01,0.16
8648,WiiU,Action,0.07,0.07,0.0,0.01,0.16
8649,Wii,Adventure,0.15,0.0,0.0,0.01,0.16
8650,Wii,Misc,0.1,0.04,0.0,0.01,0.16
8651,DS,Sports,0.15,0.0,0.0,0.01,0.16
8652,PSP,Sports,0.0,0.0,0.16,0.0,0.16
8653,Wii,Sports,0.15,0.0,0.0,0.01,0.16
8654,PC,Shooter,0.0,0.13,0.0,0.03,0.16
8655,DS,Misc,0.15,0.0,0.0,0.01,0.16
8656,PS3,Misc,0.04,0.09,0.0,0.03,0.16
8657,GBA,Action,0.11,0.04,0.0,0.0,0.16
8658,PS3,Role-Playing,0.04,0.03,0.08,0.01,0.16
8659,PS4,Adventure,0.0,0.0,0.16,0.0,0.16
8660,PS,Misc,0.0,0.0,0.15,0.01,0.16
8661,X360,Sports,0.15,0.0,0.0,0.01,0.16
8662,PS,Sports,0.09,0.06,0.0,0.01,0.16
8663,X360,Action,0.1,0.04,0.0,0.01,0.16
8664,PS,Fighting,0.01,0.01,0.13,0.01,0.16
8665,PS2,Shooter,0.08,0.06,0.0,0.02,0.16
8666,DS,Puzzle,0.13,0.0,0.01,0.01,0.16
8667,PSP,Misc,0.11,0.03,0.0,0.02,0.16
8668,Wii,Adventure,0.14,0.0,0.0,0.01,0.16
8669,PS,Shooter,0.0,0.0,0.15,0.01,0.16
8670,PSP,Strategy,0.0,0.0,0.16,0.0,0.16
8671,GC,Sports,0.12,0.03,0.0,0.0,0.16
8672,DS,Adventure,0.14,0.01,0.0,0.01,0.16
8673,XOne,Strategy,0.11,0.04,0.0,0.01,0.16
8674,Wii,Sports,0.15,0.0,0.0,0.01,0.16
8675,PS4,Fighting,0.1,0.0,0.04,0.02,0.16
8676,Wii,Misc,0.14,0.0,0.0,0.01,0.16
8677,DS,Misc,0.14,0.01,0.0,0.01,0.16
8678,3DS,Role-Playing,0.03,0.0,0.12,0.0,0.16
8679,PC,Racing,0.0,0.13,0.0,0.03,0.16
8680,3DS,Misc,0.0,0.0,0.16,0.0,0.16
8681,X360,Simulation,0.11,0.04,0.0,0.01,0.16
8682,DS,Action,0.15,0.0,0.0,0.01,0.16
8683,Wii,Action,0.12,0.02,0.0,0.01,0.16
8684,GBA,Racing,0.11,0.04,0.0,0.0,0.16
8685,XB,Shooter,0.12,0.03,0.0,0.01,0.16
8686,PS,Racing,0.09,0.06,0.0,0.01,0.16
8687,DS,Puzzle,0.1,0.02,0.03,0.01,0.16
8688,GC,Sports,0.12,0.03,0.0,0.0,0.16
8689,PS2,Fighting,0.06,0.05,0.04,0.02,0.16
8690,XB,Sports,0.12,0.03,0.0,0.01,0.16
8691,PSP,Sports,0.0,0.0,0.16,0.0,0.16
8692,PSP,Shooter,0.14,0.0,0.0,0.01,0.16
8693,PS2,Shooter,0.08,0.06,0.0,0.02,0.16
8694,XOne,Adventure,0.08,0.06,0.0,0.01,0.16
8695,PSP,Role-Playing,0.0,0.0,0.16,0.0,0.16
8696,Wii,Puzzle,0.13,0.01,0.0,0.01,0.16
8697,Wii,Misc,0.14,0.0,0.0,0.01,0.16
8698,3DS,Role-Playing,0.0,0.0,0.16,0.0,0.16
8699,PS,Action,0.09,0.06,0.0,0.01,0.16
8700,PC,Action,0.03,0.1,0.0,0.03,0.16
8701,PS3,Action,0.07,0.06,0.0,0.02,0.16
8702,PS3,Misc,0.0,0.0,0.16,0.0,0.16
8703,DS,Action,0.14,0.0,0.0,0.01,0.16
8704,DS,Simulation,0.15,0.0,0.0,0.01,0.16
8705,PS2,Misc,0.08,0.06,0.0,0.02,0.16
8706,3DS,Action,0.0,0.0,0.16,0.0,0.16
8707,DS,Action,0.14,0.0,0.0,0.01,0.16
8708,X360,Action,0.07,0.02,0.06,0.01,0.16
8709,X360,Action,0.15,0.0,0.0,0.01,0.16
8710,GBA,Action,0.11,0.04,0.0,0.0,0.16
8711,DS,Puzzle,0.13,0.01,0.0,0.01,0.16
8712,PS4,Platform,0.06,0.07,0.0,0.02,0.16
8713,PS,Racing,0.09,0.06,0.0,0.01,0.16
8714,PS,Action,0.09,0.06,0.0,0.01,0.16
8715,Wii,Sports,0.05,0.09,0.0,0.02,0.16
8716,DS,Action,0.14,0.01,0.0,0.01,0.16
8717,GBA,Sports,0.11,0.04,0.0,0.0,0.16
8718,PS,Racing,0.09,0.06,0.0,0.01,0.15
8719,PS,Misc,0.02,0.01,0.12,0.01,0.15
8720,PS,Racing,0.09,0.06,0.0,0.01,0.15
8721,DS,Fighting,0.12,0.02,0.0,0.01,0.15
8722,Wii,Simulation,0.15,0.0,0.0,0.01,0.15
8723,GBA,Fighting,0.11,0.04,0.0,0.0,0.15
8724,PS,Racing,0.0,0.0,0.14,0.01,0.15
8725,X360,Sports,0.11,0.02,0.01,0.01,0.15
8726,PS2,Racing,0.08,0.06,0.0,0.02,0.15
8727,PC,Shooter,0.04,0.08,0.0,0.03,0.15
8728,X360,Platform,0.1,0.04,0.0,0.01,0.15
8729,PS2,Shooter,0.08,0.06,0.0,0.02,0.15
8730,DS,Racing,0.13,0.02,0.0,0.01,0.15
8731,3DS,Adventure,0.07,0.07,0.0,0.02,0.15
8732,PS3,Action,0.08,0.05,0.0,0.02,0.15
8733,PSP,Puzzle,0.14,0.0,0.0,0.01,0.15
8734,PS2,Misc,0.08,0.06,0.0,0.02,0.15
