Rank,Name,Platform,Genre,NA_Sales,EU_Sales,JP_Sales
4852,Rapala Pro Bass Fishing 2010,4,0,0.32,0.05,0.0
4853,Legends of WrestleMania,4,9,0.2,0.16,0.0
4854,Wii Sports Club,19,0,0.19,0.14,0.04
4855,Tomb Raider: Anniversary,4,8,0.12,0.23,0.0
4856,You Don't Know Jack,12,5,0.22,0.15,0.0
4857,Mystery Dungeon: Shiren the Wanderer,7,3,0.0,0.0,0.4
4858,Sonic Lost World,19,1,0.24,0.12,0.01
4859,Condemned 2: Bloodshot,5,8,0.17,0.16,0.0
4860,Silent Hill: Homecoming,5,8,0.18,0.15,0.0
4861,Star Wars: Clone Wars,18,6,0.31,0.08,0.0
4862,NBA Live 2002,13,0,0.35,0.03,0.0
4863,Boku no Natsuyasumi,12,10,0.0,0.0,0.37
4864,Armored Core V,5,7,0.09,0.04,0.24
4865,I-Ninja,6,1,0.19,0.15,0.0
4866,Command & Conquer,12,11,0.22,0.15,0.0
4867,Harvest Moon: Save the Homeland,6,7,0.19,0.15,0.0
4868,NBA Jam,5,0,0.22,0.12,0.0
4869,Mass Effect 2,14,3,0.01,0.32,0.0
4870,SD Gundam G Generation Seed,6,11,0.0,0.0,0.4
4871,Call of Duty: Finest Hour,18,6,0.31,0.08,0.0
4872,Scooby-Doo! and the Spooky Swamp,3,8,0.26,0.1,0.0
4873,Naruto: Path of the Ninja,3,3,0.37,0.0,0.0
4874,Rise of the Tomb Raider,4,10,0.17,0.19,0.0
4875,Hitman: Blood Money,4,8,0.29,0.06,0.01
4876,Tales of Phantasia,7,3,0.0,0.0,0.4
4877,Alpha Protocol,4,3,0.23,0.13,0.0
4878,Suzuki TT Superbikes,6,2,0.33,0.01,0.0
4879,Rumble Roses,6,9,0.19,0.15,0.0
4880,Just Dance 2014,5,5,0.17,0.15,0.0
4881,Fantastic Four: Rise of the Silver Surfer,6,8,0.19,0.15,0.0
4882,Ultimate Spider-Man,13,8,0.26,0.11,0.0
4883,GRID 2,5,2,0.07,0.23,0.01
4884,LEGO The Lord of the Rings,9,8,0.19,0.17,0.0
4885,Juiced 2: Hot Import Nights,6,2,0.19,0.15,0.01
4886,Skylanders: SuperChargers,5,8,0.15,0.18,0.0
4887,NHL 99,11,0,0.38,0.01,0.0
4888,NBA 2K10,0,0,0.36,0.0,0.0
4889,Dungeon Siege III,5,3,0.17,0.14,0.03
4890,Viking: Battle for Asgard,5,8,0.14,0.18,0.0
4891,Brunswick Pro Bowling,0,0,0.36,0.01,0.0
4892,Monster Jam: Urban Assault,3,2,0.37,0.0,0.0
4893,Danball Senki,16,3,0.0,0.0,0.39
4894,NASCAR Heat,12,2,0.22,0.15,0.0
4895,Bloody Roar,12,9,0.22,0.15,0.0
4896,Bump 'n' Jump,15,2,0.37,0.02,0.0
4897,Mobile Suit Gundam: Lost War Chronicles,6,6,0.0,0.0,0.39
4898,Disney's Brother Bear,8,8,0.28,0.1,0.0
4899,Naruto: Clash of Ninja Revolution 2,0,9,0.34,0.02,0.0
4900,NBA Live 09,6,0,0.32,0.01,0.01
4901,LEGO Star Wars III: The Clone Wars,16,8,0.14,0.17,0.0
4902,The House of The Dead III,13,6,0.29,0.08,0.0
4903,Rune Factory: Frontier,0,3,0.18,0.14,0.04
4904,Fire Emblem: Fuuin no Tsurugi,8,3,0.0,0.0,0.39
4905,SpongeBob's Truth or Square (US sales),16,8,0.39,0.0,0.0
4906,FIFA 12,9,0,0.08,0.26,0.0
4907,Ener-G: Gym Rockets,3,0,0.36,0.0,0.0
4908,The Darkness II,4,6,0.24,0.12,0.0
4909,NBA Live 09,16,0,0.23,0.07,0.03
4910,Laser Blast,15,8,0.37,0.02,0.0
4911,Dancing with the Stars: We Dance!,3,5,0.36,0.0,0.0
4912,LocoRoco,16,1,0.14,0.05,0.16
4913,Thrasher Presents: Skate and Destroy,12,0,0.22,0.15,0.0
4914,Are You Smarter than a 5th Grader? Make the Grade,3,5,0.36,0.0,0.0
4915,Donkey Konga 2,18,5,0.3,0.08,0.0
4916,Just Dance 2014,10,5,0.18,0.16,0.0
4917,Metal Gear Solid: The Legacy Collection,5,10,0.31,0.01,0.03
4918,Tear Ring Saga Yutona Eiyuu Senki,12,3,0.0,0.0,0.37
4919,Project X Zone,9,3,0.18,0.04,0.15
4920,Red Faction: Armageddon,4,6,0.18,0.17,0.01
4921,Wipeout 2048,22,2,0.14,0.19,0.0
4922,Need for Speed: Nitro,3,2,0.22,0.13,0.0
4923,Mystery Case Files: The Malgrave Incident,0,10,0.19,0.17,0.0
4924,Yoshi Touch & Go,3,1,0.34,0.02,0.0
4925,EA Sports Active 2,4,0,0.18,0.17,0.0
4926,Combat of Giants: Dinosaurs 3D,9,11,0.25,0.06,0.05
4927,Taiko no Tatsujin Wii: Ketteiban,0,5,0.0,0.0,0.39
4928,Age of Empires III,14,11,0.0,0.32,0.0
4929,SSX 3,13,0,0.29,0.08,0.0
4930,MLB 15: The Show,5,0,0.3,0.01,0.0
4931,Madden NFL 2005,8,0,0.28,0.1,0.0
4932,All-Star Baseball 2000,11,0,0.36,0.03,0.0
4933,Custom Robo V2,11,9,0.0,0.0,0.34
4934,Extreme-G: XG2,11,2,0.31,0.07,0.0
4935,BattleTanx: Global Assault,11,8,0.31,0.07,0.0
4936,Robert Ludlum's The Bourne Conspiracy,5,8,0.18,0.14,0.0
4937,Chibi-Robo! Plug into Adventure!,18,10,0.23,0.06,0.09
4938,Dawn of Discovery,14,7,0.0,0.32,0.0
4939,Jampack Winter 2003 (RP-T),6,5,0.19,0.15,0.0
4940,Dancing with the Stars: We Dance!,0,5,0.36,0.0,0.0
4941,Kengo: Master of Bushido,6,9,0.16,0.13,0.06
4942,Blood Omen 2,6,8,0.19,0.15,0.0
4943,Sesame Street: Elmo's A-to-Zoo Adventure,0,5,0.37,0.0,0.0
4944,Skylanders Giants,19,8,0.23,0.12,0.0
4945,Just Dance 4,19,5,0.22,0.14,0.0
4946,Super Fire ProWrestling,7,9,0.0,0.0,0.39
4947,Cabela's Dangerous Hunts 2,6,0,0.19,0.15,0.0
4948,Marvel: Ultimate Alliance,5,3,0.33,0.02,0.0
4949,SpongeBob vs The Big One: Beach Party Cook Off,3,10,0.24,0.11,0.0
4950,MotoGP 08,5,2,0.07,0.24,0.0
4951,Imagine: Party Babyz,0,7,0.34,0.02,0.0
4952,Chessmaster,6,5,0.19,0.15,0.0
4953,Tiger Woods PGA Tour 14,5,0,0.16,0.15,0.0
4954,Fatal Fury,7,9,0.0,0.0,0.39
4955,Farming Simulator 2013,4,7,0.22,0.13,0.0
4956,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,2,3,0.0,0.0,0.39
4957,The Dog Island,0,10,0.35,0.01,0.0
4958,Madden NFL Football,9,0,0.36,0.01,0.0
4959,The Sims 2,8,7,0.28,0.1,0.0
4960,Ice Age 2: The Meltdown,6,1,0.19,0.15,0.0
4961,MLB 14: The Show,5,0,0.35,0.0,0.0
4962,Super Famista 3,7,0,0.0,0.0,0.39
4963,Auto Modellista,6,2,0.19,0.15,0.0
4964,Tom Clancy's Ghost Recon 2: Summit Strike,13,6,0.29,0.08,0.0
4965,Junior Classic Games,3,5,0.26,0.09,0.0
4966,Hooked! Again: Real Motion Fishing,0,0,0.36,0.0,0.0
4967,Tiger Woods PGA Tour 08,6,0,0.19,0.15,0.0
4968,Karaoke Revolution Presents American Idol Encore,6,5,0.19,0.15,0.0
4969,Airlock,15,8,0.36,0.02,0.0
4970,Tokimeki Memorial 2,12,7,0.0,0.0,0.36
4971,Samurai Warriors Chronicles,9,8,0.12,0.05,0.2
4972,Tomb Raider: Legend,4,8,0.27,0.08,0.01
4973,Ice Age: Dawn of the Dinosaurs,3,8,0.2,0.15,0.0
4974,Dance Party: Pop Hits,0,5,0.0,0.36,0.0
4975,Harry Potter: Quidditch World Cup,8,0,0.28,0.1,0.0
4976,Jam Sessions: Sing and Play Guitar (US sales),3,5,0.38,0.0,0.0
4977,Saints Row IV,10,8,0.13,0.17,0.03
4978,Evil Dead: Fistfull of Boomstick,6,8,0.19,0.15,0.0
4979,One Piece: Unlimited World Red,9,8,0.05,0.04,0.28
4980,Phantasy Star Ø,3,3,0.16,0.0,0.2
4981,Triple Play 97,12,0,0.21,0.15,0.0
4982,Virtua Tennis 2009,5,0,0.09,0.23,0.0
4983,Super Soccer,7,0,0.0,0.0,0.38
4984,Shin Megami Tensei: Nocturne,6,3,0.07,0.05,0.25
4985,Wario Land II (GBC),2,1,0.0,0.0,0.38
4986,San Francisco Rush: Extreme Racing,12,2,0.21,0.15,0.0
4987,Dragon's Crown,22,3,0.16,0.05,0.12
4988,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,12,2,0.0,0.0,0.36
4989,Imagine: Salon Stylist,3,7,0.24,0.11,0.0
4990,ESPN College Hoops 2K5,13,0,0.29,0.08,0.0
4991,Looney Tunes: Acme Arsenal,6,8,0.19,0.15,0.0
4992,Cabela's Dangerous Hunts 2009,0,0,0.36,0.0,0.0
4993,Fragile Dreams: Farewell Ruins of the Moon,0,3,0.17,0.12,0.06
4994,SD Gundam G Generation Spirits,6,11,0.0,0.0,0.38
4995,Batman: Arkham City,19,8,0.17,0.18,0.0
4996,Disney Sing It,5,5,0.27,0.07,0.0
4997,Peppa Pig: The Game,0,5,0.0,0.35,0.0
4998,God Eater 2: Rage Burst,22,3,0.0,0.01,0.37
4999,Get Fit with Mel B,5,0,0.15,0.17,0.0
5000,The Cat in the Hat,8,1,0.27,0.1,0.0
5001,Naruto Shippuden: Ultimate Ninja Heroes 3,16,9,0.13,0.04,0.19
5002,NFL GameDay 2002,6,0,0.19,0.15,0.0
5003,Turok: Evolution,18,6,0.3,0.08,0.0
5004,Destiny: The Taken King,4,6,0.22,0.12,0.0
5005,Tamagotchi Connection: Corner Shop 3,3,7,0.07,0.0,0.31
5006,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,6,11,0.0,0.0,0.38
5007,Ice Age,8,8,0.27,0.1,0.0
5008,Sega Superstars Tennis,6,0,0.1,0.0,0.0
5009,Headhunter,6,8,0.19,0.15,0.0
5010,Skate,5,0,0.29,0.05,0.0
5011,Shin Megami Tensei: Devil Summoner,23,3,0.0,0.0,0.38
5012,Raving Rabbids: Travel in Time 3D,9,1,0.11,0.23,0.0
5013,NCAA Football 08,5,0,0.35,0.0,0.0
5014,Marvel Nemesis: Rise of the Imperfects,18,9,0.3,0.08,0.0
5015,NHL 15,5,0,0.21,0.11,0.0
5016,ESPN Extreme Games,12,0,0.11,0.08,0.17
5017,Forza Horizon 3,17,2,0.15,0.2,0.0
5018,Overlord: Dark Legend,0,8,0.12,0.22,0.0
5019,Ninja: Shadow of Darkness,12,8,0.21,0.14,0.0
5020,SD Gundam G Generation-F,12,11,0.0,0.0,0.36
5021,Bratz: Rock Angelz,6,5,0.19,0.15,0.0
5022,FlatOut,6,2,0.19,0.15,0.0
5023,Phoenix Wright: Ace Attorney - Dual Destinies,9,10,0.0,0.0,0.38
5024,SSX 3,18,0,0.29,0.08,0.0
5025,NCAA Football 11,6,0,0.19,0.15,0.0
5026,Tales of Zestiria,10,3,0.16,0.15,0.02
5027,Lilo & Stitch 2: Hämsterviel Havoc,8,8,0.27,0.1,0.0
5028,Metal Gear Solid: Snake Eater 3D,9,8,0.15,0.11,0.1
5029,Risk: Global Domination,6,11,0.19,0.15,0.0
5030,Elite Beat Agents,3,5,0.31,0.03,0.0
5031,NBA 2K7,5,0,0.3,0.04,0.0
5032,Mobile Suit Gundam version 2.0,12,8,0.0,0.0,0.36
5033,Grandia Xtreme,6,3,0.07,0.05,0.25
5034,Silent Scope,6,6,0.19,0.15,0.0
5035,Final Fantasy Adventure,2,3,0.0,0.0,0.38
5036,Virtua Tennis 2009,0,0,0.13,0.21,0.0
5037,Dora The Explorer: Dora Saves the Snow Princess,6,1,0.19,0.15,0.0
5038,The Incredible Hulk,6,8,0.32,0.01,0.0
5039,Mercenaries 2: World in Flames,6,6,0.21,0.0,0.0
5040,Cabela's Big Game Hunter 2012,0,0,0.34,0.02,0.0
5041,EA Sports MMA,5,9,0.16,0.15,0.01
5042,Iron Man 2,16,8,0.18,0.12,0.0
5043,DiRT 2,0,2,0.11,0.23,0.0
5044,Tokimeki Memorial: Forever with You,23,7,0.0,0.0,0.38
5045,MediEvil II,12,8,0.21,0.14,0.0
5046,Guitar Hero On Tour: Modern Hits,3,5,0.13,0.2,0.0
5047,Hunter: The Reckoning,13,8,0.28,0.08,0.0
5048,MX vs. ATV Untamed,6,2,0.32,0.01,0.0
5049,Rogue Trip: Vacation 2012,12,2,0.21,0.14,0.0
5050,Dai-4-Ji Super Robot Taisen,7,11,0.0,0.0,0.38
5051,Tiger Woods PGA Tour 08,16,0,0.14,0.15,0.0
5052,Pokemon Channel,18,10,0.24,0.06,0.07
5053,Taiko no Tatsujin Portable DX,16,5,0.0,0.0,0.38
5054,Etrian Odyssey IV: Legends of the Titans,9,3,0.12,0.05,0.2
5055,Moto Racer World Tour,12,2,0.21,0.14,0.0
5056,NCAA Final Four 2000,12,0,0.21,0.14,0.0
5057,Scribblenauts: Unlimited,19,8,0.26,0.09,0.0
5058,FIFA 17,5,0,0.02,0.29,0.01
5059,Saints Row: The Third,14,8,0.16,0.16,0.0
5060,Just Dance 2015,10,5,0.19,0.13,0.0
5061,Madagascar: Escape 2 Africa,6,8,0.12,0.0,0.0
5062,ZhuZhu Pets: Featuring The Wild Bunch,0,7,0.32,0.03,0.0
5063,Hangman,15,4,0.35,0.02,0.0
5064,Petz Rescue: Wildlife Vet,3,7,0.35,0.0,0.0
5065,Green Day: Rock Band,0,5,0.22,0.12,0.0
5066,Gravitar,15,8,0.35,0.02,0.0
5067,Monster Jam: Path of Destruction,3,2,0.35,0.0,0.0
5068,Toukiden: The Age of Demons,22,8,0.05,0.05,0.25
5069,EyeToy Play 2,6,5,0.18,0.14,0.0
5070,Dance Dance Revolution Ultramix 3,13,7,0.28,0.08,0.0
5071,Mobile Suit Gundam: Extreme VS Full Boost,5,9,0.0,0.0,0.38
5072,WWE SmackDown vs. Raw 2011,6,9,0.24,0.07,0.0
5073,Need for Speed: Hot Pursuit,14,2,0.12,0.2,0.0
5074,The Legend of Spyro: A New Beginning,3,1,0.34,0.01,0.0
5075,Pro Evolution Soccer 2011 3D,9,0,0.11,0.13,0.11
5076,Shin Megami Tensei: Devil Survivor Overclocked,9,3,0.28,0.01,0.06
5077,Dragon Ball Z: Attack of the Saiyans,3,3,0.13,0.02,0.21
5078,Marvel Super Hero Squad,0,9,0.31,0.03,0.0
5079,The House of the Dead: Overkill - Extended Cut,5,6,0.15,0.17,0.0
5080,The Golden Compass,16,8,0.11,0.16,0.0
5081,Harry Potter and the Prisoner of Azkaban,18,8,0.29,0.08,0.0
5082,Quake 4,4,6,0.32,0.03,0.0
5083,Petz Rescue: Ocean Patrol,3,10,0.35,0.0,0.0
5084,Solaris,15,6,0.35,0.02,0.0
5085,Puppy Palace,3,7,0.35,0.0,0.0
5086,Super Dragon Ball Z,6,9,0.09,0.07,0.19
5087,Paws & Claws: Pampered Pets,3,7,0.35,0.0,0.0
5088,ESPN: Sports Connection,19,0,0.21,0.12,0.0
5089,Alien: Isolation,5,6,0.12,0.19,0.0
5090,Naruto Shippuden: Ninja Destiny 2,3,9,0.19,0.03,0.13
5091,SAW,5,8,0.13,0.17,0.0
5092,The Legend of Spyro: The Eternal Night,3,1,0.32,0.03,0.0
5093,Tobal 2,12,9,0.0,0.0,0.35
5094,Digging for Dinosaurs,3,8,0.35,0.0,0.0
5095,Trivial Pursuit,4,5,0.12,0.21,0.0
5096,Tiger Woods PGA Tour 09,6,0,0.16,0.0,0.0
5097,Ultimate Spider-Man,18,8,0.29,0.07,0.0
5098,Life is Strange,10,10,0.14,0.15,0.03
5099,Kingdom Under Fire: Circle of Doom,4,3,0.18,0.12,0.04
5100,NBA Inside Drive 2002,13,0,0.28,0.08,0.0
5101,The BIGS,0,0,0.34,0.0,0.0
5102,Major League Baseball 2K6,4,0,0.34,0.0,0.0
5103,Kileak: The DNA Imperative,12,6,0.08,0.06,0.21
5104,Petz: Catz 2,6,7,0.18,0.14,0.0
5105,Mini Ninjas,0,8,0.17,0.17,0.0
5106,Tom Clancy's The Division,14,6,0.2,0.14,0.0
5107,Phantasy Star Portable 2: Infinity,16,3,0.0,0.0,0.37
5108,Hell's Kitchen: The Game,3,7,0.34,0.01,0.0
5109,LEGO Dimensions,17,8,0.21,0.13,0.0
5110,"Monsters, Inc. Scream Arena",18,1,0.29,0.07,0.0
5111,Reel Fishing III,6,0,0.18,0.14,0.0
5112,Cabela's Deer Hunt 2005 Season,6,0,0.18,0.14,0.0
5113,Prince of Persia: The Forgotten Sands,16,8,0.09,0.18,0.01
5114,Rampage: Total Destruction,6,8,0.18,0.14,0.0
5115,High Heat Major League Baseball 2003,6,0,0.18,0.14,0.0
5116,Madden NFL 11,16,0,0.35,0.0,0.0
5117,Super Formation Soccer 94,7,0,0.0,0.0,0.37
5118,Panzer Dragoon,23,6,0.0,0.0,0.37
5119,Tiger Woods PGA Tour 12: The Masters,0,0,0.21,0.13,0.0
5120,Rage,14,6,0.14,0.18,0.0
5121,Spider-Man: Friend or Foe,6,8,0.31,0.01,0.0
5122,Yarudora Series Vol.1: Double Cast,12,10,0.0,0.0,0.35
5123,Dungeon Siege III,4,3,0.21,0.12,0.01
5124,Juiced 2: Hot Import Nights,16,2,0.06,0.2,0.0
5125,Rec Room Games,0,0,0.35,0.0,0.0
5126,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,11,3,0.0,0.0,0.32
5127,Turok: Rage Wars,11,6,0.3,0.06,0.0
5128,Scooby-Doo! Classic Creep Capers,11,8,0.3,0.06,0.0
5129,Dragonfire,15,8,0.35,0.02,0.0
5130,Custom Robo,18,3,0.29,0.07,0.0
5131,FIFA Soccer 13,16,8,0.05,0.19,0.02
5132,Command & Conquer: Red Alert 3 Ultimate Edition,5,11,0.14,0.17,0.0
5133,Harry Potter and the Order of the Phoenix,16,8,0.1,0.17,0.0
5134,Medieval II: Total War Gold Edition,14,11,0.0,0.33,0.0
5135,Pac-Man World 2,18,8,0.28,0.07,0.0
5136,Kotoba no Puzzle: Mojipittan DS,3,4,0.0,0.0,0.37
5137,Barbie Horse Adventures: Blue Ribbon Race,8,0,0.26,0.1,0.0
5138,Bionic Commando,5,1,0.12,0.17,0.01
5139,Wanted: Weapons of Fate,4,6,0.17,0.15,0.0
5140,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,8,10,0.0,0.0,0.36
5141,Dishonored,10,8,0.11,0.18,0.02
5142,Marvel: Ultimate Alliance,16,3,0.33,0.0,0.0
5143,NFL Street 2 Unleashed,16,0,0.34,0.0,0.0
5144,Super Robot Taisen EX,7,11,0.0,0.0,0.37
5145,FIFA Street 2,6,0,0.17,0.13,0.02
5146,Bottom of the 9th,11,0,0.37,0.0,0.0
5147,Theatrhythm Final Fantasy: Curtain Call,9,5,0.13,0.08,0.15
5148,Trauma Center: Under the Knife,3,7,0.3,0.01,0.02
5149,Shin Megami Tensei II,7,3,0.0,0.0,0.37
5150,Xenosaga Episode III: Also sprach Zarathustra,6,3,0.09,0.07,0.18
5151,Build-A-Bear Workshop: A Friend Fur All Seasons,0,7,0.34,0.0,0.0
5152,Sid Meier's Civilization: Beyond Earth,14,11,0.11,0.22,0.0
5153,Need for Speed: The Run,14,8,0.09,0.21,0.0
5154,Virtua Fighter 3tb,21,9,0.0,0.0,0.37
5155,Transformers: Dark of the Moon,5,8,0.11,0.19,0.0
5156,Mini-Yonku GB: Let's & Go!!,2,11,0.0,0.0,0.37
5157,Skylanders SWAP Force,10,1,0.2,0.12,0.0
5158,LEGO Batman 2: DC Super Heroes,22,8,0.17,0.13,0.0
5159,Rock Band 4,10,5,0.25,0.05,0.0
5160,Left 4 Dead 2,14,6,0.0,0.32,0.0
5161,The Sims 2: Castaway,6,7,0.3,0.01,0.0
5162,NCAA Football 07,16,0,0.34,0.0,0.0
5163,The Chronicles of Narnia: Prince Caspian,0,8,0.31,0.02,0.0
5164,NBA Live 2003,13,0,0.31,0.04,0.0
5165,Dreamworks Madagascar Kartz,3,2,0.25,0.08,0.0
5166,My Horse & Me,3,0,0.33,0.0,0.0
5167,GoldenEye: Rogue Agent,18,6,0.28,0.07,0.0
5168,Zero4 Champ RR,7,0,0.0,0.0,0.36
5169,Dragon Ball Z: Infinite World,6,9,0.08,0.06,0.21
5170,Nonomura Byoin no Hitobito,23,10,0.0,0.0,0.36
5171,Tom Clancy's HAWX 2,4,8,0.24,0.09,0.01
5172,ESPN X Games Skateboarding,6,0,0.18,0.14,0.0
5173,Bejeweled 3,3,4,0.32,0.02,0.0
5174,Resident Evil Zero,10,8,0.09,0.17,0.05
5175,Super Fire ProWrestling Special,7,9,0.0,0.0,0.36
5176,Yuu Yuu Hakusho,7,9,0.0,0.0,0.36
5177,Kamaitachi no Yoru 2,6,10,0.0,0.0,0.36
5178,High Heat Major League Baseball 2004,6,0,0.18,0.14,0.0
5179,Robots,6,8,0.18,0.14,0.0
5180,NARC,6,6,0.18,0.14,0.0
5181,One Piece: Gigant Battle!,3,9,0.0,0.0,0.36
5182,Valkyrie Profile: Lenneth,16,3,0.17,0.01,0.16
5183,Tiger Woods PGA Tour 09,16,0,0.07,0.19,0.0
5184,Metro: Last Light,4,8,0.17,0.16,0.0
5185,Tiger Woods PGA Tour 14,4,0,0.21,0.13,0.0
5186,LocoRoco 2,16,1,0.21,0.09,0.01
5187,Monster Rancher 3,6,7,0.11,0.09,0.14
5188,The Incredibles: Rise of the Underminer,6,8,0.18,0.14,0.0
5189,Spider-Man: Shattered Dimensions,4,8,0.24,0.09,0.0
5190,BlazBlue: Calamity Trigger,4,9,0.21,0.08,0.04
5191,MechWarrior 2: 31st Century Combat,12,7,0.2,0.14,0.0
5192,Earth Defense Force 2025,5,6,0.04,0.03,0.27
5193,Hamtaro: Ham-Ham Heartbreak,8,8,0.26,0.1,0.0
5194,Okage: Shadow King,6,3,0.14,0.11,0.08
5195,Press Your Luck 2010 Edition,0,5,0.33,0.0,0.0
5196,Mobile Suit Z-Gundam,12,8,0.0,0.0,0.34
5197,Cubix Robots for Everyone: Clash 'n' Bash,8,8,0.26,0.1,0.0
5198,Tropico 4,4,11,0.2,0.13,0.0
5199,Speed Racer: The Videogame,3,2,0.29,0.05,0.0
5200,NHL 2K10,0,0,0.33,0.01,0.0
5201,Assassin's Creed III,19,8,0.19,0.13,0.0
5202,Kirby's Dream Land 3,7,1,0.0,0.0,0.36
5203,Big Bass World Championship,12,0,0.2,0.14,0.0
5204,NFL GameDay 2001,6,0,0.18,0.14,0.0
5205,NBA 2K6,13,8,0.27,0.08,0.0
5206,Jurassic Park,1,8,0.25,0.1,0.0
5207,Mystical Ninja starring Goemon,11,8,0.07,0.02,0.23
5208,Tetrisphere,11,4,0.29,0.06,0.0
5209,Saban's Power Rangers: Lightspeed Rescue,11,8,0.29,0.06,0.0
5210,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,22,9,0.13,0.02,0.16
5211,North American Hunting Extravaganza,0,0,0.33,0.0,0.0
5212,World's Scariest Police Chases,12,2,0.2,0.14,0.0
5213,Guitar Hero: Smash Hits,5,5,0.2,0.11,0.0
5214,Shaun Palmer's Pro Snowboarder,8,0,0.26,0.1,0.0
5215,AMF Bowling World Lanes,0,0,0.33,0.0,0.0
5216,MechAssault 2: Lone Wolf,13,7,0.27,0.08,0.0
5217,Middle-Earth: Shadow of Mordor,14,8,0.12,0.2,0.0
5218,Hamster Club 3,8,7,0.0,0.0,0.35
5219,Breath of Fire II,7,3,0.0,0.0,0.36
5220,Call of Duty: Ghosts,19,6,0.23,0.09,0.01
5221,LEGO Racers,12,2,0.2,0.14,0.0
5222,NBA 2K12,0,0,0.3,0.03,0.0
5223,Teenage Mutant Ninja Turtles: Smash-Up,0,9,0.33,0.0,0.0
5224,Kinectimals: Now with Bears!,4,5,0.27,0.06,0.0
5225,ESPN NFL Football,13,0,0.27,0.08,0.0
5226,ATV/Monster Truck Mayhem,3,2,0.33,0.0,0.0
5227,Naruto: Ultimate Ninja 3 (JP sales),6,9,0.0,0.0,0.36
5228,Just Dance 2016,4,5,0.23,0.1,0.0
5229,Worms: Open Warfare 2,3,11,0.07,0.25,0.0
5230,Rapala Pro Fishing,6,0,0.18,0.14,0.0
5231,J-League Pro Soccer Club o Tsukurou '04,6,0,0.0,0.0,0.36
5232,Dark Void,5,8,0.18,0.12,0.0
5233,James Bond 007: Legends,5,6,0.11,0.17,0.0
5234,Dai-2-Ji Super Robot Taisen Z Saisei-hen,16,11,0.0,0.0,0.36
5235,WWE '12,0,9,0.24,0.09,0.0
5236,Disney's The Haunted Mansion,6,1,0.18,0.14,0.0
5237,Arc the Lad: Twilight of the Spirits,6,3,0.18,0.14,0.0
5238,Dance Dance Revolution 3rdMix,12,7,0.0,0.0,0.33
5239,Ryu Ga Gotoku Kenzan!,5,10,0.0,0.0,0.36
5240,U-Sing,0,5,0.0,0.32,0.0
5241,Super Robot Taisen A,8,11,0.0,0.0,0.35
5242,Tomb Raider (2013),14,8,0.06,0.25,0.0
5243,Chicken Shoot,0,8,0.33,0.01,0.0
5244,Company of Heroes 2,14,11,0.06,0.25,0.0
5245,Defiance,5,6,0.19,0.11,0.0
5246,We Sing Deutsche Hits,0,5,0.0,0.31,0.0
5247,Boxer's Road,12,9,0.0,0.0,0.33
5248,Frogs And Flies,15,8,0.33,0.02,0.0
5249,DanceDanceRevolution,0,7,0.29,0.04,0.0
5250,Harry Potter and the Chamber of Secrets,13,8,0.27,0.08,0.0
5251,EA Sports MMA,4,9,0.23,0.1,0.0
5252,Toriko: Gourmet Survival!,16,3,0.0,0.0,0.36
5253,South Park Rally,12,2,0.2,0.13,0.0
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,7,1,0.0,0.0,0.36
5255,Monopoly,5,5,0.25,0.06,0.0
5256,Mega Man Zero Collection,3,1,0.21,0.02,0.11
5257,Arctic Thunder,6,2,0.17,0.14,0.0
5258,G-Force,16,8,0.24,0.07,0.0
5259,NHL 2K10,6,0,0.17,0.14,0.0
5260,Football Manager Handheld 2010,16,0,0.0,0.26,0.0
5261,J-League Pro Soccer Club o Tsukurou!,21,0,0.0,0.0,0.36
5262,Wonder Pets! Save the Animals!,3,10,0.33,0.0,0.0
5263,Formula 1 Championship Edition,12,2,0.06,0.04,0.23
5264,Shrek,13,1,0.25,0.1,0.0
5265,CSI: Deadly Intent - The Hidden Cases,3,10,0.16,0.16,0.0
5266,SOCOM: Tactical Strike,16,6,0.32,0.01,0.0
5267,Blasto,12,8,0.2,0.13,0.0
5268,Trauma Center: Second Opinion,0,7,0.28,0.02,0.03
5269,Backyard Baseball 2006,8,0,0.25,0.09,0.0
5270,Dark Souls III,17,3,0.23,0.09,0.0
5271,Cabela's Outdoor Adventures (2006),6,0,0.17,0.14,0.0
5272,Nicktoons: Unite!,18,10,0.27,0.07,0.0
5273,Suikoden V,6,3,0.08,0.06,0.19
5274,Picross 2,2,4,0.0,0.0,0.35
5275,Remember Me,5,8,0.1,0.18,0.0
5276,Battalion Wars 2,0,11,0.22,0.03,0.08
5277,Outlaw Golf 2,6,0,0.17,0.14,0.0
5278,SpongeBob's Boating Bash,0,5,0.25,0.07,0.0
5279,Sentouchu: Densetsu no Shinobi to Survival Battle!,9,8,0.0,0.0,0.35
5280,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,5,0,0.09,0.2,0.0
5281,Momotarou Dentetsu 12,6,5,0.0,0.0,0.35
